Sr_No,Date_dd/mm/yyyy,Startup_Name,Industry_Vertical,SubVertical,Country,City_Location,Investors_Name,Investment_Type,Amount_in_USD,Currency,Remarks
205,22/10/2025,OrbitHarborSpark,Edtech,Test Prep,Japan,Tokyo,General Catalyst; Andreessen Horowitz; Lightspeed,Series B,58189000,USD,Acquired by Strategic
206,30/01/2018,LumenFlux,Biotech,Bioinformatics,UAE,Dubai,SoftBank Vision Fund,Seed,4843000,USD,Follow-on expected
207,11/2/2019,ByteVaultGrid,AgriTech,FarmTech,Nigeria,Lagos,Founders Fund,Series A,5832000,USD,Series delayed
208,23/12/2015,LabsSync,Biotech,Therapeutics,India,Mumbai,Matrix Partners,Seed,370368,USD,Down round
209,20/12/2020,ForgeLumen,AgriTech,Ag Marketplaces,Mexico,Mexico City,Lightspeed; Sequoia Capital,Series B,32278000,USD,Follow-on expected
210,24/10/2023,ByteCloud,E-commerce,Vertical Commerce,South Africa,Johannesburg,Chiratae; Y Combinator; Andreessen Horowitz,Seed,4415000,USD,Partnership announced
211,23/06/2021,CloudHarborWise,Edtech,Upskilling,Israel,Tel Aviv,Chiratae; Norwest,Series B,43226000,USD,Acquired by Strategic
212,2/9/2018,NovaVaultZen,Gaming,Mobile Games,China,Beijing,Matrix Partners; 500 Startups,Series A,11336000,USD,Product pivot
213,19/07/2020,MintFlux,Gaming,Game Tools,UK,London,Bessemer Venture Partners,Series C,243522000,USD,Exited - IPO
214,26/02/2020,LabsLink,Edtech,LMS,Netherlands,Amsterdam,Elevation Capital,Venture Debt,3749000,USD,Operational
215,16/01/2019,ZenLoop,Biotech,Genomics,Israel,Tel Aviv,Benchmark,Venture Debt,20758000,USD,Partnership announced
216,5/1/2015,SparkZen,Edtech,K12,China,Beijing,Tiger Global,Series B,41426000,USD,Follow-on expected
217,18/10/2015,CoreZen,Logistics,ColdChain,India,Bengaluru,Bessemer Venture Partners; Seedcamp,Pre-Seed,50032,USD,Product pivot
218,5/8/2022,ZenOrbit,Healthtech,Health Analytics,France,Paris,Andreessen Horowitz,Venture Debt,0,USD,Undisclosed amount
219,18/12/2019,ZenLabs,Gaming,Esports,Japan,Tokyo,Andreessen Horowitz; Bessemer Venture Partners,Angel,121702,USD,Follow-on expected
220,13/10/2017,ForgeForgeVault,AgriTech,FarmTech,France,Paris,SoftBank Vision Fund; Benchmark,M&A,338696000,USD,Acquired by GlobalCorp
221,12/8/2015,SparkCore,Gaming,Game Tools,India,Bengaluru,Norwest,Series A,19097000,USD,Acquired
222,17/05/2021,LoopLumen,Gaming,Mobile Games,Brazil,São Paulo,PayPal Ventures; Andreessen Horowitz; Norwest,Venture Debt,1310000,USD,Partnership announced
223,21/08/2025,OrbitFlux,CleanTech,Energy Storage,India,Bengaluru,Sequoia Capital,Series A,2463000,USD,Partnership announced
224,23/06/2018,OrbitPulse,Biotech,Bioinformatics,China,Beijing,Andreessen Horowitz,Seed,4601000,USD,Follow-on expected
225,20/04/2016,ForgeForge,Biotech,Therapeutics,Australia,Sydney,Tiger Global,Series B,42029000,USD,Active
226,12/11/2020,VaultCloudLink,Gaming,Esports,Germany,Berlin,Blume Ventures; General Catalyst,Pre-Seed,22984,USD,Exited - IPO
227,19/06/2021,ZenSparkGrid,E-commerce,Marketplaces,India,Bengaluru,Tiger Global,Seed,3701000,USD,Series delayed
228,23/04/2023,NovaByteNova,CleanTech,Solar,France,Paris,Chiratae; SOSV,Seed,0,USD,Undisclosed amount
229,14/09/2019,MintSync,AI,Generative AI,Israel,Tel Aviv,Seedcamp,Seed,396651,USD,Acquired by Strategic
230,8/1/2024,ByteCoreZen,AI,Robotics,UK,London,Sequoia Capital,Series A,6006000,USD,Operational
231,29/05/2018,ForgeSyncGrid,E-commerce,Vertical Commerce,UK,London,Khosla Ventures,Series A,2267000,USD,Exited - IPO
232,17/02/2022,NovaMintNova,CleanTech,Solar,Nigeria,Lagos,Bessemer Venture Partners; Angel: S. Gupta,Series C,161601000,USD,Partnership announced
233,6/8/2016,CloudZenByte,E-commerce,Marketplaces,India,Bengaluru,Sequoia Capital,Series A,9992000,USD,Down round
234,12/3/2024,ZenBridge,Logistics,ColdChain,France,Paris,IDG Capital,Series A,4849000,USD,Bankruptcy proceeding
235,29/01/2020,SyncZen,Gaming,Esports,India,Mumbai,Norwest; Seedcamp; SOSV,Seed,2742000,USD,Down round
236,7/1/2019,GridFlux,AgriTech,PrecisionAg,Israel,Tel Aviv,Bessemer Venture Partners,Seed,3871000,USD,Operational
237,30/08/2016,SeedSync,Healthtech,Telemedicine,Singapore,Singapore,Seedcamp; DST Global; Angel: S. Gupta,Series C,193324000,USD,Exited - IPO
238,27/03/2021,LumenSyncLabs,Fintech,Insurtech,Canada,Toronto,Norwest,Growth,113345000,USD,Operational
239,25/01/2022,ZenBridgeBridge,Edtech,K12,India,Bengaluru,Norwest,Seed,1965000,USD,Bridge round
240,26/07/2025,ByteLink,Healthtech,Telemedicine,UK,London,Tiger Global; PayPal Ventures,Seed,3820000,USD,Bankruptcy proceeding
241,31/01/2018,GridEdge,Biotech,Bioinformatics,India,Bengaluru,Lightspeed,Angel,233694,USD,Active
242,14/09/2019,HarborOrbit,AgriTech,Supply Chain,Australia,Sydney,Benchmark,Series A,18074000,USD,Down round
243,5/5/2021,MintCoreCloud,Logistics,LastMile,China,Beijing,General Catalyst,Series C,0,USD,Undisclosed amount
244,7/8/2023,SyncLinkLabs,AgriTech,Supply Chain,India,Bengaluru,General Catalyst,Venture Debt,19353000,USD,Down round
245,23/08/2021,VaultSeed,E-commerce,Marketplaces,India,Mumbai,Blume Ventures,Series A,15033000,USD,Exited - IPO
246,1/7/2020,ZenByte,Fintech,Insurtech,South Africa,Johannesburg,General Catalyst; Founders Fund,Series A,8316000,USD,Down round
247,31/12/2023,ByteNova,Fintech,Lending,India,Bengaluru,PayPal Ventures; Seedcamp,Seed,1790000,USD,Follow-on expected
248,18/02/2016,FluxMint,Edtech,K12,Brazil,São Paulo,Chiratae,Growth,58940000,USD,Follow-on expected
249,9/8/2021,CoreFlux,Biotech,Bioinformatics,Netherlands,Amsterdam,DST Global; Matrix Partners,Seed,4814000,USD,Product pivot
250,30/04/2025,SyncHarborBridge,Edtech,Upskilling,India,Bengaluru,Falcon Edge; Angel: S. Gupta,IPO,1280153000,USD,Acquired
251,7/7/2022,VaultMintGrid,Edtech,Test Prep,UK,London,Tiger Global,Seed,2780000,USD,Active
252,15/09/2019,WiseSpark,SaaS,HRTech,France,Paris,Sequoia Capital; Norwest,Seed,1006000,USD,Acquired by Strategic
253,17/05/2015,NovaMint,Biotech,Therapeutics,UAE,Dubai,Tiger Global,Series C,151109000,USD,Bridge round
254,18/11/2021,SeedNova,Healthtech,Health Analytics,Singapore,Singapore,Founders Fund; Tiger Global,Venture Debt,11298000,USD,Acquired by Strategic
255,19/03/2021,VaultLumenCloud,Edtech,LMS,Singapore,Singapore,Lightspeed,Pre-Seed,48397,USD,Partnership announced
256,21/04/2018,HarborForgeSpark,SaaS,HRTech,USA,San Francisco,Matrix Partners; Angel: A. Kapoor,Series A,18473000,USD,Down round
257,13/01/2025,CloudZenHarbor,SaaS,MarTech,Australia,Sydney,Khosla Ventures; Norwest,M&A,509493000,USD,Acquired by RetailGroup
258,30/04/2021,EdgeSeed,AI,NLP,Japan,Tokyo,SoftBank Vision Fund,Pre-Seed,62637,USD,Partnership announced
259,11/9/2019,PeakSparkBridge,Gaming,Game Tools,Nigeria,Lagos,Norwest,Series A,9634000,USD,Down round
260,24/08/2025,LinkLink,Healthtech,Biotech,USA,San Francisco,Chiratae; DST Global,Series A,19342000,USD,Down round
261,3/9/2021,MintVault,Edtech,K12,South Korea,Seoul,Elevation Capital,Seed,3752000,USD,Acquired
262,27/12/2021,OrbitWiseLabs,Logistics,ColdChain,Nigeria,Lagos,Accel,Seed,2417000,USD,Acquired by Strategic
263,17/12/2017,HarborSpark,AgriTech,PrecisionAg,Germany,Berlin,Founders Fund; Matrix Partners,Series A,5389000,USD,Bankruptcy proceeding
264,21/07/2015,SparkCloudLoop,Fintech,Neobanking,Canada,Toronto,PayPal Ventures,Series A,15479000,USD,Active
265,5/5/2023,MintCloud,E-commerce,Vertical Commerce,Canada,Toronto,Y Combinator; SoftBank Vision Fund,Growth,480761000,USD,Product pivot
266,11/10/2020,ZenFlux,Gaming,Mobile Games,India,Bengaluru,IDG Capital; Matrix Partners,Series A,15662000,USD,Product pivot
267,18/04/2025,SeedPulse,Edtech,K12,Singapore,Singapore,SoftBank Vision Fund; Sequoia Capital,Seed,1784000,USD,Bridge round
268,9/10/2025,BridgeLumen,CleanTech,WasteTech,Germany,Berlin,DST Global,Series B,42472000,USD,Exited - IPO
269,27/05/2017,HarborSync,E-commerce,Marketplaces,Australia,Sydney,Falcon Edge,Pre-Seed,11507,USD,Partnership announced
270,28/09/2021,SyncCloud,Gaming,Cloud Gaming,Brazil,São Paulo,Andreessen Horowitz,Pre-Seed,94417,USD,Bankruptcy proceeding
271,5/8/2022,ForgeCoreBridge,E-commerce,Vertical Commerce,South Korea,Seoul,Lightspeed,Venture Debt,0,USD,Undisclosed amount
272,9/10/2018,HarborMint,Gaming,Game Tools,Nigeria,Lagos,Y Combinator,Series B,47940000,USD,Bridge round
273,20/08/2022,VaultNova,Gaming,Game Tools,India,Bengaluru,DST Global; Norwest,Seed,2116000,USD,Partnership announced
274,6/11/2018,SeedSyncPeak,E-commerce,Vertical Commerce,South Korea,Seoul,Falcon Edge,Series A,3185000,USD,Series delayed
275,12/4/2020,VaultCloud,CleanTech,EV Infrastructure,Brazil,São Paulo,Founders Fund; Blume Ventures,Seed,1526000,USD,Product pivot
276,19/09/2018,CloudBridge,Edtech,Test Prep,UK,London,Khosla Ventures; Bessemer Venture Partners,Seed,1973000,USD,Bridge round
277,11/8/2020,PeakCore,Healthtech,Biotech,USA,San Francisco,DST Global; Angel: R. Sharma,Growth,333304000,USD,Series delayed
278,18/02/2020,MintSeed,Fintech,Neobanking,Israel,Tel Aviv,Falcon Edge,M&A,368939000,USD,Follow-on expected
279,21/11/2016,LinkSparkZen,Gaming,Esports,Netherlands,Amsterdam,Lightspeed,Series B,10633000,USD,Follow-on expected
280,12/3/2023,NovaMint,Gaming,Cloud Gaming,China,Beijing,Sequoia Capital,Series A,18019000,USD,Series delayed
281,8/8/2021,LinkZen,Gaming,Mobile Games,India,Mumbai,Y Combinator,Seed,2989000,USD,Active
282,4/11/2018,LoopPulse,E-commerce,Logistics,Brazil,São Paulo,Chiratae,Series B,55343000,USD,Follow-on expected
283,23/11/2016,LoopSeed,Biotech,Therapeutics,India,Mumbai,Accel,Seed,1201000,USD,Partnership announced
284,4/9/2019,CoreLabs,Biotech,Diagnostics,Nigeria,Lagos,Elevation Capital; Accel; Angel: A. Kapoor,Series B,16437000,USD,Series delayed
285,15/07/2016,LabsOrbit,Edtech,Upskilling,India,Bengaluru,Benchmark; DST Global,Seed,947080,USD,Product pivot
286,6/8/2019,LinkByte,E-commerce,Marketplaces,Germany,Berlin,IDG Capital; Lightspeed,Series A,8702000,USD,Series delayed
287,2/9/2016,OrbitZen,SaaS,Analytics,Netherlands,Amsterdam,Y Combinator; Falcon Edge,Seed,206949,USD,Product pivot
288,16/12/2016,FluxLoop,E-commerce,D2C,Japan,Tokyo,Sequoia Capital,M&A,318851000,USD,Acquired by GlobalCorp
289,3/1/2018,ZenLoopMint,Fintech,Payments,Israel,Tel Aviv,500 Startups,Series B,32886000,USD,Follow-on expected
290,14/11/2016,EdgeSeed,Biotech,Bioinformatics,Canada,Toronto,Bessemer Venture Partners; Elevation Capital,Growth,390389000,USD,Product pivot
291,5/4/2019,ForgeNova,Edtech,K12,South Korea,Seoul,Chiratae; 500 Startups,Venture Debt,32892000,USD,Partnership announced
292,11/7/2018,SeedPeak,Edtech,LMS,UAE,Dubai,Tiger Global,Seed,3550000,USD,Series delayed
293,17/11/2018,PeakHarborCore,AgriTech,Supply Chain,Netherlands,Amsterdam,SOSV,Series A,5196000,USD,Follow-on expected
294,1/10/2024,ZenSpark,Logistics,LastMile,India,Bengaluru,General Catalyst,Series B,31062000,USD,Exited - IPO
295,26/12/2023,GridZenSpark,E-commerce,Marketplaces,Brazil,São Paulo,SoftBank Vision Fund; Angel: L. Wang,Seed,3276000,USD,Operational
296,18/11/2023,ForgeHarborFlux,CleanTech,Energy Storage,Germany,Berlin,Accel,Series A,3202000,USD,Series delayed
297,13/12/2021,SparkSeedPeak,Gaming,Cloud Gaming,Netherlands,Amsterdam,500 Startups; PayPal Ventures,Angel,38455,USD,Exited - IPO
298,15/11/2022,ByteLink,Healthtech,Telemedicine,India,Mumbai,Khosla Ventures; Founders Fund,Pre-Seed,51548,USD,Operational
299,31/03/2024,SeedMint,Biotech,Therapeutics,Canada,Toronto,Norwest,Series B,35172000,USD,Acquired
300,16/03/2021,BridgeSpark,Fintech,Payments,Japan,Tokyo,General Catalyst; Angel: A. Kapoor,Series A,18918000,USD,Series delayed
301,30/10/2021,SyncCloudCore,Edtech,Upskilling,Israel,Tel Aviv,Norwest,Seed,2800000,USD,Exited - IPO
302,9/7/2018,VaultLumenHarbor,CleanTech,Solar,Israel,Tel Aviv,Seedcamp,Series A,19190000,USD,Down round
303,21/02/2022,SeedLabs,AgriTech,Ag Marketplaces,France,Paris,Elevation Capital; Blume Ventures; IDG Capital,IPO,334910000,USD,Exited - IPO
304,6/8/2015,BytePulseCloud,AgriTech,FarmTech,Nigeria,Lagos,IDG Capital; Y Combinator; Angel: R. Sharma,Seed,3643000,USD,Follow-on expected
305,24/02/2016,PeakVaultLumen,Gaming,Game Tools,Israel,Tel Aviv,Lightspeed; Founders Fund; Angel: L. Wang,Growth,390760000,USD,Down round
306,23/09/2025,MintLumenByte,Logistics,ColdChain,India,Mumbai,Sequoia Capital; Norwest,Series A,11652000,USD,Active
307,7/10/2021,VaultPulse,SaaS,Analytics,India,Mumbai,Matrix Partners; Falcon Edge,Venture Debt,47787000,USD,Bridge round
308,29/03/2021,EdgeLink,Gaming,Mobile Games,Singapore,Singapore,Norwest; Angel: S. Gupta,M&A,0,USD,Undisclosed amount
309,4/6/2022,SparkBridge,CleanTech,Solar,USA,San Francisco,Elevation Capital,Seed,2806000,USD,Series delayed
310,12/1/2016,SyncPulse,AI,NLP,Singapore,Singapore,Founders Fund,Series A,18950000,USD,Partnership announced
311,13/04/2022,LabsPeak,AI,Robotics,India,Bengaluru,Founders Fund,IPO,1377747000,USD,Exited - IPO
312,21/01/2021,FluxNovaOrbit,Gaming,Esports,USA,San Francisco,Y Combinator,Series B,53075000,USD,Exited - IPO
313,29/01/2016,LumenLumen,Logistics,ColdChain,UAE,Dubai,IDG Capital,Pre-Seed,90397,USD,Active
314,25/04/2023,HarborZen,SaaS,MarTech,South Korea,Seoul,Seedcamp,Growth,130370000,USD,Product pivot
315,13/06/2021,CloudWise,Fintech,Lending,Netherlands,Amsterdam,Benchmark,Pre-Seed,14600,USD,Acquired by Strategic
316,7/12/2021,VaultBridge,Biotech,Bioinformatics,Netherlands,Amsterdam,Accel,Pre-Seed,93250,USD,Active
317,21/03/2024,NovaSparkLink,Healthtech,Health Analytics,Brazil,São Paulo,Khosla Ventures; 500 Startups,Seed,2628000,USD,Series delayed
318,21/01/2015,ForgeCoreLumen,Biotech,Diagnostics,Israel,Tel Aviv,Accel; Founders Fund; Andreessen Horowitz,Seed,3230000,USD,Series delayed
319,12/5/2024,PulseLabs,E-commerce,D2C,France,Paris,Blume Ventures,Seed,4400000,USD,Follow-on expected
320,19/03/2017,BridgeSparkMint,AgriTech,PrecisionAg,Nigeria,Lagos,Tiger Global,Series A,4454000,USD,Exited - IPO
321,24/05/2022,SeedBridge,Gaming,Esports,Germany,Berlin,PayPal Ventures; General Catalyst; 500 Startups,Seed,685599,USD,Follow-on expected
322,9/3/2022,CloudLoop,AI,Robotics,South Korea,Seoul,SoftBank Vision Fund,Seed,2727000,USD,Follow-on expected
323,20/10/2021,CloudEdge,AI,Generative AI,Japan,Tokyo,Y Combinator,Series A,12250000,USD,Series delayed
324,21/05/2017,LumenCloud,Gaming,Mobile Games,UK,London,Falcon Edge; Norwest,Venture Debt,34536000,USD,Series delayed
325,2/7/2016,OrbitOrbit,Logistics,ColdChain,Israel,Tel Aviv,Falcon Edge; SOSV,Angel,127076,USD,Acquired
326,14/10/2016,BridgeBridge,Logistics,LastMile,India,Mumbai,Chiratae; Blume Ventures; IDG Capital,Growth,453008000,USD,Partnership announced
327,25/06/2015,PulseOrbitLoop,Edtech,LMS,France,Paris,Benchmark,Pre-Seed,68916,USD,Acquired by Strategic
328,25/01/2018,CloudBridgeLumen,CleanTech,Energy Storage,USA,San Francisco,IDG Capital,M&A,348969000,USD,Acquired by HealthSys
329,14/11/2018,SparkForge,Gaming,Mobile Games,Brazil,São Paulo,Matrix Partners,Seed,1970000,USD,Active
330,23/01/2019,SeedLabsPeak,Edtech,LMS,Singapore,Singapore,Lightspeed; Andreessen Horowitz,Seed,4416000,USD,Down round
331,11/8/2019,SyncByte,AI,Computer Vision,UAE,Dubai,Blume Ventures,Series B,74293000,USD,Follow-on expected
332,7/1/2017,CoreForgeBridge,Edtech,Upskilling,Brazil,São Paulo,Blume Ventures,Pre-Seed,0,USD,Undisclosed amount
333,27/09/2021,BridgeLink,Gaming,Game Tools,UK,London,Blume Ventures; SoftBank Vision Fund,Seed,4055000,USD,Bankruptcy proceeding
334,25/06/2016,NovaPulse,E-commerce,D2C,Netherlands,Amsterdam,SoftBank Vision Fund,IPO,1331046000,USD,Series delayed
335,4/11/2024,OrbitLabsZen,Logistics,ColdChain,Israel,Tel Aviv,DST Global,Series B,33813000,USD,Operational
336,10/7/2025,CoreLoop,AgriTech,PrecisionAg,South Korea,Seoul,Seedcamp; IDG Capital,Series A,14428000,USD,Bankruptcy proceeding
337,5/2/2021,CloudPulse,AgriTech,PrecisionAg,South Korea,Seoul,Tiger Global; Khosla Ventures,Seed,4103000,USD,Active
338,12/3/2016,WiseHarbor,Fintech,Payments,Brazil,São Paulo,PayPal Ventures,Pre-Seed,90792,USD,Bankruptcy proceeding
339,2/4/2021,LinkLoop,Logistics,ColdChain,South Africa,Johannesburg,Norwest; Lightspeed; Bessemer Venture Partners,Angel,154473,USD,Series delayed
340,4/1/2020,LinkLabsPulse,E-commerce,Vertical Commerce,South Africa,Johannesburg,Chiratae; Y Combinator,Angel,218734,USD,Series delayed
341,19/11/2019,ZenCloud,AI,Computer Vision,Singapore,Singapore,Andreessen Horowitz; General Catalyst,Angel,12773,USD,Down round
342,13/09/2021,LinkHarbor,AgriTech,PrecisionAg,China,Beijing,IDG Capital; Khosla Ventures,IPO,910378000,USD,Operational
343,25/11/2016,ByteLoopSync,SaaS,DevTools,India,Bengaluru,Seedcamp,Pre-Seed,0,USD,Undisclosed amount
344,4/3/2015,SeedZenZen,Edtech,K12,Canada,Toronto,Norwest; Falcon Edge,Series C,219584000,USD,Series delayed
345,13/07/2019,NovaCloudLink,Logistics,FreightTech,France,Paris,Lightspeed,M&A,297898000,USD,Acquired by LogiX
346,25/03/2019,SparkSyncMint,E-commerce,Vertical Commerce,Germany,Berlin,Falcon Edge; Benchmark,Series C,168348000,USD,Operational
347,30/07/2017,WiseLoop,AgriTech,PrecisionAg,UAE,Dubai,SoftBank Vision Fund,Seed,666686,USD,Series delayed
348,19/12/2018,BridgeCloud,E-commerce,D2C,Australia,Sydney,Blume Ventures,Seed,2969000,USD,Follow-on expected
349,12/5/2024,ForgeLoop,Gaming,Esports,UAE,Dubai,Benchmark; Lightspeed,Series B,41523000,USD,Follow-on expected
350,26/01/2025,CloudSparkLink,Healthtech,Telemedicine,UAE,Dubai,Matrix Partners; DST Global,Series B,15672000,USD,Series delayed
351,1/6/2019,LinkGridLabs,SaaS,MarTech,USA,San Francisco,Founders Fund; Angel: S. Gupta,Series A,16199000,USD,Product pivot
352,31/08/2024,LinkLumen,AI,Computer Vision,India,Bengaluru,PayPal Ventures,Series B,60926000,USD,Bridge round
353,4/2/2019,CloudGrid,CleanTech,EV Infrastructure,France,Paris,Seedcamp,Seed,3656000,USD,Follow-on expected
354,21/12/2023,EdgeSparkNova,AgriTech,Supply Chain,Germany,Berlin,Norwest,Series B,41649000,USD,Follow-on expected
355,31/10/2016,PulseCloud,Edtech,Test Prep,UAE,Dubai,Sequoia Capital; Norwest,Seed,4816000,USD,Operational
356,14/08/2019,LoopPeak,Healthtech,Biotech,Netherlands,Amsterdam,Benchmark,Seed,3122000,USD,Bankruptcy proceeding
357,18/11/2015,ForgeFlux,AgriTech,Supply Chain,Australia,Sydney,SOSV,Angel,277619,USD,Operational
358,8/7/2018,HarborFlux,Edtech,Upskilling,Netherlands,Amsterdam,Tiger Global; Blume Ventures,Series A,15582000,USD,Product pivot
359,23/01/2017,EdgeVault,Gaming,Cloud Gaming,Canada,Toronto,IDG Capital; 500 Startups,Venture Debt,24872000,USD,Down round
360,18/04/2015,OrbitZen,Healthtech,MedDevices,Singapore,Singapore,General Catalyst,Series A,5206000,USD,Acquired
361,27/11/2020,NovaByte,Edtech,K12,China,Beijing,500 Startups; Elevation Capital,Seed,2175000,USD,Partnership announced
362,28/10/2022,LinkBridgeForge,AI,Generative AI,Japan,Tokyo,Founders Fund; 500 Startups; Andreessen Horowitz,M&A,581448000,USD,Operational
363,15/12/2019,LoopWise,AgriTech,FarmTech,Brazil,São Paulo,General Catalyst; Founders Fund; SoftBank Vision Fund,Series B,51562000,USD,Bridge round
364,18/09/2022,SparkFlux,Fintech,Payments,Brazil,São Paulo,General Catalyst,Series C,103176000,USD,Active
365,20/10/2017,SeedVault,E-commerce,D2C,India,Bengaluru,Founders Fund,Series A,8327000,USD,Partnership announced
366,5/9/2022,FluxHarbor,Biotech,Genomics,Canada,Toronto,DST Global,Seed,2110000,USD,Product pivot
367,5/12/2021,CloudSeed,E-commerce,Logistics,India,Bengaluru,Y Combinator,Growth,117929000,USD,Bankruptcy proceeding
368,27/05/2016,GridVaultNova,AI,Computer Vision,Israel,Tel Aviv,Y Combinator,Pre-Seed,75119,USD,Down round
369,16/11/2023,MintZen,Fintech,Lending,India,Bengaluru,General Catalyst; Matrix Partners,Angel,173355,USD,Follow-on expected
370,14/05/2016,SyncCoreGrid,Biotech,Therapeutics,Nigeria,Lagos,Benchmark; Norwest,Series A,8449000,USD,Down round
371,23/08/2022,MintLink,Fintech,Neobanking,Japan,Tokyo,Lightspeed,Series B,22611000,USD,Partnership announced
372,11/6/2017,SyncHarbor,Logistics,LastMile,Canada,Toronto,Sequoia Capital,Series A,12027000,USD,Acquired by Strategic
373,30/09/2022,SeedForge,Edtech,Test Prep,South Africa,Johannesburg,Sequoia Capital,Seed,2139000,USD,Follow-on expected
374,12/11/2022,LabsEdgeSpark,Healthtech,MedDevices,Singapore,Singapore,Elevation Capital; Sequoia Capital; Matrix Partners,Series A,13356000,USD,Down round
375,28/01/2025,SparkSeed,Logistics,FreightTech,Japan,Tokyo,Matrix Partners; SOSV,Series B,12866000,USD,Operational
376,28/04/2024,LumenLinkZen,Logistics,ColdChain,India,Bengaluru,500 Startups,Series A,13666000,USD,Series delayed
377,25/11/2024,ForgeLoop,E-commerce,Vertical Commerce,Nigeria,Lagos,IDG Capital; Norwest,Angel,10377,USD,Bankruptcy proceeding
378,6/8/2019,MintLabsLabs,Healthtech,Biotech,India,Bengaluru,Andreessen Horowitz; DST Global,Series A,18695000,USD,Series delayed
379,27/05/2021,CorePeakSpark,Fintech,Neobanking,Singapore,Singapore,Lightspeed,Growth,128490000,USD,Series delayed
380,30/05/2025,GridHarbor,AgriTech,Ag Marketplaces,USA,San Francisco,Lightspeed,Angel,47158,USD,Active
